record_id,municipality_code,municipality_name,designation_level,designation_status,heritage_type_major,heritage_type_detail_norm,entity_class,name,depth_m,hazard_source,scenario,risk_basis,risk_type,depth_class
13104:41,13104,新宿区,Unknown,Unknown,未判定,未細分,point,永福寺の銅造大日如来坐像,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:42,13104,新宿区,Unknown,Unknown,未判定,未細分,point,永福寺の銅造地蔵菩薩半跏像,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:43,13104,新宿区,Unknown,Unknown,未判定,未細分,point,済松寺の加藤文麗筆絵画作品,0.346,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
13104:44,13104,新宿区,Unknown,Unknown,未判定,未細分,point,谷文晁の絵,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:45,13104,新宿区,Unknown,Unknown,未判定,未細分,point,月見岡八幡神社の鰐口,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:46,13104,新宿区,Unknown,Unknown,未判定,未細分,point,市谷亀岡八幡宮の軍配団扇,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:47,13104,新宿区,Unknown,Unknown,未判定,未細分,point,林光寺の高僧先達連座画像,0.3,隅田川及び新河岸川流域,,external point-grid sampling,river_flooding,0–0.5 m
13104:48,13104,新宿区,Unknown,Unknown,未判定,未細分,point,木造十一面観音坐像,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:49,13104,新宿区,Unknown,Unknown,未判定,未細分,point,亮朝院の梵鐘,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:50,13104,新宿区,Unknown,Unknown,未判定,未細分,point,宝泉寺の梵鐘,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:51,13104,新宿区,Unknown,Unknown,未判定,未細分,point,銅造地蔵菩薩半跏像,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:52,13104,新宿区,Unknown,Unknown,未判定,未細分,point,正受院の梵鐘,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:53,13104,新宿区,Unknown,Unknown,未判定,未細分,point,西迎寺の梵鐘,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:54,13104,新宿区,Unknown,Unknown,未判定,未細分,point,浄栄寺の梵鐘,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:55,13104,新宿区,Unknown,Unknown,未判定,未細分,point,善慶寺の梵鐘,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:56,13104,新宿区,Unknown,Unknown,未判定,未細分,point,法雲寺の梵鐘,0.009,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
13104:57,13104,新宿区,Unknown,Unknown,未判定,未細分,point,圓照寺の梵鐘,0.007,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
13104:58,13104,新宿区,Unknown,Unknown,未判定,未細分,point,薬王院の梵鐘,0.097,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
13104:59,13104,新宿区,Unknown,Unknown,未判定,未細分,point,西應寺の梵鐘,0.02,隅田川及び新河岸川流域,,external point-grid sampling,river_flooding,0–0.5 m
13104:60,13104,新宿区,Unknown,Unknown,未判定,未細分,point,光照寺の涅槃図,0.007,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
13104:61,13104,新宿区,Unknown,Unknown,未判定,未細分,point,長安寺の六地蔵塔,0.01,隅田川及び新河岸川流域,,external point-grid sampling,river_flooding,0–0.5 m
13104:62,13104,新宿区,Unknown,Unknown,未判定,未細分,point,太宗寺墓地出土品,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:63,13104,新宿区,Unknown,Unknown,未判定,未細分,point,小銅鐸,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:64,13104,新宿区,Unknown,Unknown,未判定,未細分,point,隆起線文系土器,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:65,13104,新宿区,Unknown,Unknown,未判定,未細分,point,下落合横穴墓出土品,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:66,13104,新宿区,Unknown,Unknown,未判定,未細分,point,一行院墓地出土品,0.0,城南地区河川流域,,external point-grid sampling,river_flooding,0
13104:67,13104,新宿区,Unknown,Unknown,未判定,未細分,point,中村家文書,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:68,13104,新宿区,Unknown,Unknown,未判定,未細分,point,林光寺の歴代宗主銘,0.3,隅田川及び新河岸川流域,,external point-grid sampling,river_flooding,0–0.5 m
13104:69,13104,新宿区,Unknown,Unknown,未判定,未細分,point,亮朝院文書,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:70,13104,新宿区,Unknown,Unknown,未判定,未細分,point,中井御霊神社文書,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:71,13104,新宿区,Unknown,Unknown,未判定,未細分,point,長厳寺文書,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:72,13104,新宿区,Unknown,Unknown,未判定,未細分,point,済松寺文書,2.0,神田川流域,,external point-grid sampling,river_flooding,0.5–3 m
13104:73,13104,新宿区,Unknown,Unknown,未判定,未細分,point,林光寺文書,0.3,隅田川及び新河岸川流域,,external point-grid sampling,river_flooding,0–0.5 m
13104:74,13104,新宿区,Unknown,Unknown,未判定,未細分,point,大聖院文書,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:75,13104,新宿区,Unknown,Unknown,未判定,未細分,point,法身寺文書,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:76,13104,新宿区,Unknown,Unknown,未判定,未細分,point,旭地蔵,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:77,13104,新宿区,Unknown,Unknown,未判定,未細分,point,子供合埋碑,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:78,13104,新宿区,Unknown,Unknown,未判定,未細分,point,式三番奉納額,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:79,13104,新宿区,Unknown,Unknown,未判定,未細分,point,旧鈴法寺江戸番所資料,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:80,13104,新宿区,Unknown,Unknown,未判定,未細分,point,空印の石手水鉢,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:81,13104,新宿区,Unknown,Unknown,未判定,未細分,point,堀部武庸加功遺跡之碑,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:82,13104,新宿区,Unknown,Unknown,未判定,未細分,point,幸国寺の日蓮聖人六百遠忌供養塔,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:83,13104,新宿区,Unknown,Unknown,未判定,未細分,point,太宗寺の切支丹灯籠,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:84,13104,新宿区,Unknown,Unknown,未判定,未細分,point,諸国旅人供養碑,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:85,13104,新宿区,Unknown,Unknown,未判定,未細分,point,服部半蔵の槍,0.0,隅田川及び新河岸川流域,,external point-grid sampling,river_flooding,0
13104:86,13104,新宿区,Unknown,Unknown,未判定,未細分,point,駿馬塚の碑,0.0,城南地区河川流域,,external point-grid sampling,river_flooding,0
13104:87,13104,新宿区,Unknown,Unknown,未判定,未細分,point,月桂寺の切支丹灯籠,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:88,13104,新宿区,Unknown,Unknown,未判定,未細分,point,木造七面明神半跏像及び宮殿,0.161,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
13104:89,13104,新宿区,Unknown,Unknown,未判定,未細分,point,木造妙見菩薩立像及び宮殿,0.161,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
13104:90,13104,新宿区,Unknown,Unknown,未判定,未細分,point,木造諏訪大明神坐像及び宮殿,0.161,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
13104:91,13104,新宿区,Unknown,Unknown,未判定,未細分,point,市谷亀岡八幡宮の几号水準点(水鉢台座),0.003,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
13104:92,13104,新宿区,Unknown,Unknown,未判定,未細分,point,美術工芸品保存桐箱製作(保持者 大坂重雄),,,,,river_flooding,No data
13104:93,13104,新宿区,Unknown,Unknown,未判定,未細分,point,自証院の阿弥陀三尊種子板碑,0.052,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
13104:94,13104,新宿区,Unknown,Unknown,未判定,未細分,point,来迎寺の庚申塔,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:95,13104,新宿区,Unknown,Unknown,未判定,未細分,point,正受院の奪衣婆像,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:96,13104,新宿区,Unknown,Unknown,未判定,未細分,point,中井御霊神社の備射祭絵馬,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:97,13104,新宿区,Unknown,Unknown,未判定,未細分,point,中井御霊神社の分木,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:98,13104,新宿区,Unknown,Unknown,未判定,未細分,point,自性院の私年号板碑,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:99,13104,新宿区,Unknown,Unknown,未判定,未細分,point,月見岡八幡神社の庚申塔,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:100,13104,新宿区,Unknown,Unknown,未判定,未細分,point,狛犬型庚申塔,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:101,13104,新宿区,Unknown,Unknown,未判定,未細分,point,太宗寺の閻魔像,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:102,13104,新宿区,Unknown,Unknown,未判定,未細分,point,太宗寺の奪衣婆像,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:103,13104,新宿区,Unknown,Unknown,未判定,未細分,point,葛谷御霊神社の力石,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:104,13104,新宿区,Unknown,Unknown,未判定,未細分,point,成子天神社の力石,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:105,13104,新宿区,Unknown,Unknown,未判定,未細分,point,雨乞のむしろ旗,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:106,13104,新宿区,Unknown,Unknown,未判定,未細分,point,市谷亀岡八幡宮の力石,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:107,13104,新宿区,Unknown,Unknown,未判定,未細分,point,筑土八幡神社の庚申塔,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:108,13104,新宿区,Unknown,Unknown,未判定,未細分,point,尺八「放下着」一式ならびに普化尺八伝授関連資料,0.188,神田川流域,L2（想定最大規模）,PLATEAU building risk,river_flooding,0–0.5 m
13104:109,13104,新宿区,Unknown,Unknown,未判定,未細分,point,善国寺の石虎,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:110,13104,新宿区,Unknown,Unknown,未判定,未細分,point,中井御霊神社の狛犬,0.0,神田川流域,,external point-grid sampling,river_flooding,0
13104:111,13104,新宿区,Unknown,Unknown,未判定,未細分,point,巴講睦の獅子頭,0.0,神田川流域,,external point-grid sampling,river_flooding,0
